,author,title,source,date,target
2197,By Andy Nguyen ,"""Manufacturing the battery for one electric car produces the same amount of carbon dioxide as running a petrol car for eight years.""",Viral image," May 11, 2021",barely-true
2198,By Ciara O'Rourke ,The COVID-19 vaccine “will make the common cold/flu extremely lethal.”,Instagram posts," May 11, 2021",false
2199,By Clara Hendrickson ,"""Michigan has requested a full forensic audit.""",Facebook posts," May 11, 2021",false
2200,By Ciara O'Rourke ,“Birmingham is officially out of gas and fuel and can’t get anymore.”,Viral image," May 10, 2021",false
2201,By Ciara O'Rourke ,New Jersey “will be out of gas for a week.”,Facebook posts," May 10, 2021",false
2202,By Madison Czopek ,"""Scientists Claim to Spot Fungus Growing on Mars in NASA Rover Photos”",Bloggers," May 10, 2021",false
2203,By Steven Rascón ,Caitlyn Jenner “literally killed someone 6 years ago in the streets and was released by a District Attorney.”,Facebook posts," May 10, 2021",barely-true
2204,By Isabella Fertel ,“The death rate for fully vaccinated people is significantly higher than non-vaccinated [people].”,Instagram posts," May 10, 2021",false
2205,By Louis Jacobson ,"After the American Rescue Plan’s food and nutrition assistance, “hunger is already sharply down in the United States.”",Joe Biden," May 10, 2021",mostly-true
2206,By Brandon Mulder ,“Conventional generators are very thin right now because Texas has gone to so many renewables.”,Institute for Energy Research," May 10, 2021",barely-true
2207,By Bill McCarthy ,"Says Chelsea Clinton tweeted, ""If Jesus were alive today he'd be working at Planned Parenthood.""",Facebook posts," May 7, 2021",pants-fire
2208,By Samantha Putterman ,“First time in 70 years the National Day Of Prayer was not observed in our nation’s capital!”,Facebook posts," May 7, 2021",false
2209,By Paul Specht ,Says he was “one of the 2 (state Senators) who voted against” North Carolina’s body camera law.,Jeff Jackson," May 7, 2021",true
2210,By Miriam Valverde ,“The global cost of corruption is as much as 5% of the world's GDP.”,Kamala Harris," May 7, 2021",false
2211,By Jon Greenberg ,"With the goal to preserve 30% of the earth’s land and water by 2030, “300 million people stand to lose their land and livelihood, most of them tribal and indigenous peoples.”",Survival International," May 7, 2021",barely-true
2212,By Madeline Heim ,"""There’s no strings attached to that money that we’d be getting as an incentive to expand Medicaid.""",Jon Erpenbach," May 7, 2021",half-true
2213,By Tom Kertscher ,"An ongoing audit of the 2020 presidential election in Arizona “showed Trump ahead by 250,000” votes, and “nearly 950,000 ballots are declared illegal, nearly all for Biden.”",Facebook posts," May 7, 2021",pants-fire
2214,By Ciara O'Rourke ,All charges were dropped against Bill Cosby and he was granted an early release.,YouTube videos," May 6, 2021",false
2215,By Bill McCarthy ,"“Between late December of 2020 and last month, a total of 3,362 people apparently died after getting the COVID vaccine in the United States … The actual number is almost certainly higher.”",Tucker Carlson," May 6, 2021",false
2216,By Ciara O'Rourke ,Says Nikki Haley “white-washed” her name because she thought it “would give her a better chance than the name Nimrata Randhawa.”,Viral image," May 6, 2021",pants-fire
2217,By Tom Kertscher ,"""15-year-old boy passes away from heart attack two days after Pfizer COVID-19 experimental jab.""",Bloggers," May 6, 2021",false
2218,By Louis Jacobson ,"""Joe Biden is proposing that any family who tries to pass a business or a farm down to their son or daughter or grandson or granddaughter are going to pay a huge new tax.""",Chris Christie," May 6, 2021",barely-true
2219,By Noah Y. Kim ,“Washington Post ends fact-checking for Biden for the remainder of his presidency.”,Facebook posts," May 6, 2021",false
2220,By Tom Kertscher ,“A year ago we had the lowest unemployment in history without using taxpayers money.”,Facebook posts," May 5, 2021",false
2221,By Amy Sherman ,A spy plane was circling the building of the Arizona election audit.,Bloggers," May 5, 2021",pants-fire
2222,By Samantha Putterman ,"“Joe Suffers Brain Fart! Biden Visits Elementary School, Asks The Children If They’re High Schoolers (VIDEO).”",Bloggers," May 5, 2021",false
2223,By Warren Fiske ,"The Green New Deal “costs an average American household almost $700,000 through 2029.”",Ben Cline," May 5, 2021",false
2224,By Chris Nichols ,"California Gov. Gavin Newsom “just let 76,000 inmates out of jail.""",John Cox," May 5, 2021",false
2225,By Laura Schulte ,"With federal stimulus money for schools, “no distinctions are being made between Wisconsin schools that remain closed to in-person learning, and those that have been re-opened for months.”",Ron Johnson," May 5, 2021",barely-true
2226,By Miriam Valverde ,"“If you look at some of these places that (reduced police funding), they’ve already seen crime go up.""",Ron DeSantis," May 4, 2021",barely-true
2227,By Ciara O'Rourke ,"“Parents in Vail, Arizona just took over the school board — all according to the rules. Voted in a whole new board, and immediately removed the mask mandate.”",Viral image," May 4, 2021",false
2228,By Gabrielle Settles ,"If you get the COVID-19 vaccine, you can't donate blood or plasma ""because it's completely tainted.""",TikTok posts," May 4, 2021",false
2229,By Tom Kertscher ,"An audit of the 2020 election in Maricopa County, Ariz., “is confirming the rumors that real ballots have a special watermark.”",Facebook posts," May 4, 2021",false
2230,By Madison Czopek ,11.6 million people watched Biden’s first presidential address to Congress while far larger audiences watched Donald Trump’s speeches.,Viral image," May 3, 2021",half-true
2231,By Louis Jacobson ,“Corporate income has increased as a share of” gross domestic product.,Janet Yellen," May 3, 2021",half-true
2232,By Andy Nguyen ,Images show LeBron James standing for China's national anthem while shouting during the United States’ national anthem.,Viral image," May 3, 2021",false
2233,By Ciara O'Rourke ,"Says Kentucky Derby jockey John Velazquez turned down an invitation to the White House and said, “if I wanted to see a horse’s ass I would of came in second.”",Facebook posts," May 3, 2021",pants-fire
2234,By Sasha Hupka ,"Social media posts stated: “Remember Kamala telling Joe during the debate, ‘You will do whatever the Chinese tell you! They gave your son over a billion dollars.’”",Facebook posts," April 30, 2021",pants-fire
2235,By Lyle Muller ,"""Only <6% of the $2.1 trillion 'infrastructure' bill contains funding for roads & bridges.”",Randy Feenstra," April 30, 2021",half-true
2236,By Bill McCarthy ,“Anyone remember Kamala telling Joe during the debate: ‘You will do whatever the Chinese tell you! They gave your son over a billion dollars.’”,Facebook posts," April 30, 2021",pants-fire
2237,By Madison Czopek ,"""The Unvaccinated Beware, COVID-19 mRNA Shots Cause Death and Disease Through GMO Shedding""",Facebook posts," April 30, 2021",false
2238,By Samantha Putterman ,Vaccine herd immunity doesn’t exist because 100% of the population would have to be vaccinated for it to work.,Instagram posts," April 30, 2021",false
2239,By Amy Sherman ,Says Democrats blocked his efforts at police reform.,Tim Scott," April 30, 2021",mostly-true
2240,By Haley BeMiller ,A new state agreement with Foxconn “will save Wisconsin taxpayers $2.77 billion.”,Tony Evers," April 30, 2021",half-true
2241,By Chris Nichols ,“San Francisco had twice as many drug overdose deaths as COVID deaths last year.”,Kevin Kiley," April 29, 2021",true
2242,By Natalie Dunlap ,"Sen. Joni Ernst's visual aid said liberals wanted to abolish lasagna, among other things.",Tweets," April 29, 2021",pants-fire
2243,By Julie Appleby ,"“For #Covid vaccines, shingles and even more dangerous and painful skin conditions may be the new thrombocytopenia.""",Facebook posts," April 29, 2021",barely-true
2244,By Gabrielle Settles ,60% of new COVID-19 patients are people who received the vaccine.,Viral image," April 29, 2021",pants-fire
2245,By Bill McCarthy ,Says Joe Biden is “going to control how much meat you can eat.”,Kevin McCarthy," April 29, 2021",pants-fire
2246,By Jill Terreri Ramos ,“Law enforcement violence is the leading cause of death for young Black men and women in the US.”,Kevin Parker," April 29, 2021",false
2247,By Noah Y. Kim ,A leaked email from a Liberal Party politician shows the Canadian government's plan to “reset” the economy and seize private property.,Facebook posts," April 29, 2021",pants-fire
2248,By Michael Majchrowicz ,"It's illegal for a college, public school or employer to ""mandate"" the vaccine because it was authorized for emergency use.",Facebook posts," April 29, 2021",false
2249,By Samantha Putterman ,Photo that shows COVID-19 test swabs labeled positive and negative proves that the tests are fixed.,Instagram posts," April 28, 2021",false
2250,By Harrison Dover ,“Very few … if any” states have a minimum wage of $7.25 an hour.,Joe Manchin," April 28, 2021",false
2251,By Tom Kertscher ,“Joe Biden says Americans can only celebrate the Fourth of July if he says so.”,Facebook posts," April 28, 2021",false
2252,By Ciara O'Rourke ,"A Centers for Disease Control and Prevention campaign says, “FACT: Refusing to take the vaccine is a form of racism since it harms people of color.”",Viral image," April 28, 2021",false
2253,By Tom Kertscher ,"Group “identifies 12,547 illegal votes” in Georgia's 2020 election results, “exceeds margin of victory in the state.”",Bloggers," April 28, 2021",false
2254,By Ciara O'Rourke ,“UN cultural agency removes birthplace of Jesus from its list of heritage sites.”,Viral image," April 28, 2021",false
2255,By Ciara O'Rourke ,"A McDonald’s restaurant in Elkton, Md., was permanently closed “due to a sex trafficking investigation.”",Facebook posts," April 28, 2021",pants-fire
2256,By Ciara O'Rourke ,“Hillary Clinton hanged at GITMO.”,Bloggers," April 28, 2021",pants-fire
2257,By Samantha Putterman ,Joe Biden’s 100-day approval rating “is the lowest in American history.”,Bloggers," April 28, 2021",false
2258,By Warren Fiske ,On Virginia’s new marijuana law: “You can have up to one pound with only a $25 fine.”,Kirk Cox," April 28, 2021",true
2259,By Paul Specht ,“One of (Joe Biden’s) first acts in office was sending an immigration bill to Congress to grant mass amnesty to illegal immigrants.”,Thom Tillis," April 27, 2021",half-true
2260,By Louis Jacobson ,“Biden is currently sending more military equipment to our neighborhoods than Trump did.”,Black Lives Matter," April 27, 2021",false
2261,By Ciara O'Rourke ,“A quarter of a million illegal votes found in Arizona’s audit.”,Facebook posts," April 27, 2021",false
2262,By Ciara O'Rourke ,“Bill Gates fights to keep vaccine ingredients secret.”,Facebook posts," April 27, 2021",false
2263,By Louis Jacobson ,"“70% of Americans don't believe a word the mainstream media puts out,” so “everyone who thinks Biden won are only 30% of the population.”",Facebook posts," April 27, 2021",false
2264,By Amy Sherman ,Says his administration’s efforts have led to more school reopenings.,Joe Biden," April 27, 2021",half-true
2265,By Samantha Putterman ,Mariah Carey faked getting her COVID-19 vaccine because the needle can’t be seen coming out of her arm.,Instagram posts," April 27, 2021",false
2266,By Tom Kertscher ,"“Human trafficking and drugs” at the Mexico border have “doubled, tripled and quadrupled” since Joe Biden became president.",Donald Trump," April 27, 2021",false
2267,By Ciara O'Rourke ,“The Biden Administration is buying Kamala Harris’ book with our taxpayer dollars.”,Facebook posts," April 27, 2021",false
2268,By Ciara O'Rourke ,Photo shows Facebook’s “community standards team.”,Viral image," April 27, 2021",false
2269,By Ciara O'Rourke ,COVID-19 “has killed less people than the damn flu.”,Facebook posts," April 27, 2021",false
